id,prompt,reference,hypothesis,hypothesis_rev,prompts_plus_orth,prompts_plus_hypo,prompt_aligned,prompt_aligned_rev,score,insertions,deletions,substitutions,score_rev,insertions_rev,deletions_rev,substitutions_rev
S01C056V3_3+4LG,konijnenhok,CORRECTLY_READ,konijnen hok,konijnen hok,0,0,konijnen*hok,konijnen*hok,0.92,1,0,0,0.92,1,0,0
S01C056V3_3+4LG,elastiekje,CORRECTLY_READ,en lastiekje,en lastiekje,0,0,e**lastiekje,e**lastiekje,0.83,2,0,0,0.83,2,0,0
S01C056V3_3+4LG,ruziemaken,CORRECTLY_READ,ruzie maken,ruzie maken,0,0,ruzie*maken,ruzie*maken,0.91,1,0,0,0.91,1,0,0
S01C056V3_3+4LG,teddybeer,CORRECTLY_READ,teddibeer,teddibeer,0,0,teddybeer,teddybeer,1.0,0,0,0,1.0,0,0,0
S01C056V3_3+4LG,dierentuin,CORRECTLY_READ,dierentuin,dierentuin,0,0,dierentuin,dierentuin,1.0,0,0,0,1.0,0,0,0
S01C056V3_3+4LG,paddenstoelen,CORRECTLY_READ,paddenstoelen,paddenstoelen,0,0,paddenstoelen,paddenstoelen,1.0,0,0,0,1.0,0,0,0
S01C056V3_3+4LG,verstoppetje,CORRECTLY_READ,zo* stoppertje,zo *stoppertje maar,0,0,ver*stoppe*tje,ve*rstoppe*tje*****,0.79,2,1,0,0.58,7,1,0
S01C056V3_3+4LG,wasmachine,CORRECTLY_READ,maar wasmachine,wasmachine,0,0,*****wasmachine,wasmachine,0.67,5,0,0,1.0,0,0,0
S01C056V3_3+4LG,fototoestel,CORRECTLY_READ,fototoestel,fototoestel,0,0,fototoestel,fototoestel,1.0,0,0,0,1.0,0,0,0
S01C056V3_3+4LG,toiletpapier,35,toilets papier,toilets papier,1,0,toilet**papier,toilet**papier,0.86,2,0,0,0.86,2,0,0
S01C056V3_3+4LG,vrachtwagen,CORRECTLY_READ,vrachtwagen,vrachtwagen,0,0,vrachtwagen,vrachtwagen,1.0,0,0,0,1.0,0,0,0
S01C056V3_3+4LG,buurmannen,CORRECTLY_READ,buurmannen,buurmannen,0,0,buurmannen,buurmannen,1.0,0,0,0,1.0,0,0,0
S01C056V3_3+4LG,vogelkooi,CORRECTLY_READ,vogelkooi,vogelkooi,0,0,vogelkooi,vogelkooi,1.0,0,0,0,1.0,0,0,0
S01C056V3_3+4LG,olifant,CORRECTLY_READ,olifant,olifant,0,0,olifant,olifant,1.0,0,0,0,1.0,0,0,0
S01C056V3_3+4LG,schommelen,5,scho*mollen,schomol*len,1,0,schommel*en,schom*melen,0.82,1,1,0,0.82,1,1,0
S01C056V3_3+4LG,iedereen,CORRECTLY_READ,iedereen,iedereen,0,0,iedereen,iedereen,1.0,0,0,0,1.0,0,0,0
S01C056V3_3+4LG,schoenenwinkel,CORRECTLY_READ,schoenen winkel,schoenen winkel klua,0,0,schoenen*winkel,schoenen*winke***l**,0.93,1,0,0,0.7,6,0,0
S01C056V3_3+4LG,knutselen,CORRECTLY_READ,klua knutselen,knutselen,0,0,k*****nutselen,knutselen,0.64,5,0,0,1.0,0,0,0
S01C056V3_3+4LG,ophangen,CORRECTLY_READ,ophangen,ophangen,0,0,ophangen,ophangen,1.0,0,0,0,1.0,0,0,0
S01C056V3_3+4LG,verjaardag,CORRECTLY_READ,verjaardag,verjaardag,0,0,verjaardag,verjaardag,1.0,0,0,0,1.0,0,0,0
S01C056V3_3+4LG,sprookjesboek,CORRECTLY_READ,sprookjesboek,sprookjesboek,0,0,sprookjesboek,sprookjesboek,1.0,0,0,0,1.0,0,0,0
S01C056V3_3+4LG,tandenborstel,CORRECTLY_READ,tanden borstel,tanden borstel,0,0,tanden*borstel,tanden*borstel,0.93,1,0,0,0.93,1,0,0
S01C056V3_3+4LG,lucifer,CORRECTLY_READ,lucifer,lucifer,0,0,lucifer,lucifer,1.0,0,0,0,1.0,0,0,0
S01C056V3_3+4LG,slaapkamer,CORRECTLY_READ,slaapkamer,slaapkamer aa,0,0,slaapkamer,slaapkamer***,1.0,0,0,0,0.77,3,0,0
S01C056V3_3+4LG,achterdeur,CORRECTLY_READ,aa achter deur,achter deur,0,0,a***chter*deur,achter*deur,0.71,4,0,0,0.91,1,0,0
S01C056V3_3+4LG,ziekenhuis,CORRECTLY_READ,ziekenhuis,ziekenhuis,0,0,ziekenhuis,ziekenhuis,1.0,0,0,0,1.0,0,0,0
S01C056V3_3+4LG,nieuwsgierig,CORRECTLY_READ,nieuwsgierig,nieuwsgierig,0,0,nieuwsgierig,nieuwsgierig,1.0,0,0,0,1.0,0,0,0
S01C056V3_3+4LG,afblijven,CORRECTLY_READ,als blijven,als blijven,0,0,af**blijven,a*f*blijven,0.82,2,0,0,0.82,2,0,0
S01C056V3_3+4LG,kabouter,CORRECTLY_READ,kabouter,kabouter,0,0,kabouter,kabouter,1.0,0,0,0,1.0,0,0,0
S01C056V3_3+4LG,washandje,CORRECTLY_READ,washandje,washandje,0,0,washandje,washandje,1.0,0,0,0,1.0,0,0,0
S01C056V3_3+4LG,sneeuwwitje,CORRECTLY_READ,sneeuwwietje,sneeuwwietje,0,0,sneeuwwi*tje,sneeuwwi*tje,0.92,1,0,0,0.92,1,0,0
S01C056V3_3+4LG,goeiendag,CORRECTLY_READ,goeien dag,goeien dag,0,0,goeien*dag,goeien*dag,0.9,1,0,0,0.9,1,0,0
S01C056V3_3+4LG,vakantie,CORRECTLY_READ,vakantie,vakantie,0,0,vakantie,vakantie,1.0,0,0,0,1.0,0,0,0
S01C056V3_3+4LG,limonade,CORRECTLY_READ,limonada,limonada,0,0,limonade,limonade,1.0,0,0,0,1.0,0,0,0
S01C056V3_3+4LG,autorijden,CORRECTLY_READ,autorejden,autorejden uh,0,0,autorijden,autorijden***,1.0,0,0,0,0.77,3,0,0
S01C056V3_3+4LG,eindelijk,CORRECTLY_READ,uh endelijk,e*ndelijk,0,0,e**indelijk,eindelijk,0.82,2,0,0,0.89,0,1,0
S01C056V3_3+4LG,familie,CORRECTLY_READ,familie,familie,0,0,familie,familie,1.0,0,0,0,1.0,0,0,0
S01C056V3_3+4LG,chocolade,CORRECTLY_READ,c*ocolade,c*ocolade,0,0,chocolade,chocolade,0.89,0,1,0,0.89,0,1,0
S01C057V3_1LG,klas,CORRECTLY_READ,klas,klas,0,0,klas,klas,1.0,0,0,0,1.0,0,0,0
S01C057V3_1LG,mooi,CORRECTLY_READ,mooi,mooi,0,0,mooi,mooi,1.0,0,0,0,1.0,0,0,0
S01C057V3_1LG,koe,CORRECTLY_READ,ko*,ko*,0,0,koe,koe,0.67,0,1,0,0.67,0,1,0
S01C057V3_1LG,arm,CORRECTLY_READ,arm,arm,0,0,arm,arm,1.0,0,0,0,1.0,0,0,0
S01C057V3_1LG,groei,g/35/21,*hooi,h*ooi,1,0,groei,groei,0.8,0,1,0,0.8,0,1,0
S01C057V3_1LG,strand,CORRECTLY_READ,stran*,stran*,0,0,strand,strand,0.83,0,1,0,0.83,0,1,0
S01C057V3_1LG,bed,CORRECTLY_READ,det,det,0,0,bed,bed,1.0,0,0,0,1.0,0,0,0
S01C057V3_1LG,eerst,CORRECTLY_READ,eerst,eerst,0,0,eerst,eerst,1.0,0,0,0,1.0,0,0,0
S01C057V3_1LG,voor,CORRECTLY_READ,voor,voor,0,0,voor,voor,1.0,0,0,0,1.0,0,0,0
S01C057V3_1LG,draai,CORRECTLY_READ,draai,draai,0,0,draai,draai,1.0,0,0,0,1.0,0,0,0
S01C057V3_1LG,sjaal,CORRECTLY_READ,shaal,shaal,0,0,sjaal,sjaal,1.0,0,0,0,1.0,0,0,0
S01C057V3_1LG,herfst,CORRECTLY_READ,herfst,herfst,0,0,herfst,herfst,1.0,0,0,0,1.0,0,0,0
S01C057V3_1LG,duur,CORRECTLY_READ,kuur,kuur,0,0,duur,duur,1.0,0,0,0,1.0,0,0,0
S01C057V3_1LG,straat,CORRECTLY_READ,straat,straat,0,0,straat,straat,1.0,0,0,0,1.0,0,0,0
S01C057V3_1LG,leeuw,CORRECTLY_READ,leeuw,leeuw,0,0,leeuw,leeuw,1.0,0,0,0,1.0,0,0,0
S01C057V3_1LG,clown,CORRECTLY_READ,klo*n,klo*n,0,0,clown,clown,0.8,0,1,0,0.8,0,1,0
S01C057V3_1LG,hoek,CORRECTLY_READ,hook,hook,0,0,hoek,hoek,1.0,0,0,0,1.0,0,0,0
S01C057V3_1LG,krant,CORRECTLY_READ,k*ant,k*ant,0,0,krant,krant,0.8,0,1,0,0.8,0,1,0
S01C057V3_1LG,hout,CORRECTLY_READ,hout,hout,0,0,hout,hout,1.0,0,0,0,1.0,0,0,0
S01C057V3_1LG,vriend,CORRECTLY_READ,vreemd,vreemd,0,0,vriend,vriend,1.0,0,0,0,1.0,0,0,0
S01C057V3_1LG,gauw,CORRECTLY_READ,gou*,gou*,0,0,gauw,gauw,0.75,0,1,0,0.75,0,1,0
S01C057V3_1LG,chips,CORRECTLY_READ,ships,ships,0,0,chips,chips,1.0,0,0,0,1.0,0,0,0
S01C057V3_1LG,groen,CORRECTLY_READ,groen,groen,0,0,groen,groen,1.0,0,0,0,1.0,0,0,0
S01C057V3_1LG,feest,CORRECTLY_READ,v*est,ve*st,0,0,feest,feest,0.8,0,1,0,0.8,0,1,0
S01C057V3_1LG,reis,CORRECTLY_READ,r*ijs,r*ijs,0,0,rei*s,rei*s,0.6,1,1,0,0.6,1,1,0
S01C057V3_1LG,jas,CORRECTLY_READ,jas,jas,0,0,jas,jas,1.0,0,0,0,1.0,0,0,0
S01C057V3_1LG,huis,CORRECTLY_READ,h*es,he*s,0,0,huis,huis,0.75,0,1,0,0.75,0,1,0
S01C057V3_1LG,paard,CORRECTLY_READ,h*erd,he*rd,0,0,paard,paard,0.8,0,1,0,0.8,0,1,0
S01C057V3_1LG,vijf,CORRECTLY_READ,vijf,vijf,0,0,vijf,vijf,1.0,0,0,0,1.0,0,0,0
S01C057V3_1LG,muts,CORRECTLY_READ,minuut*,minuut*,0,0,m**u*ts,m***uts,0.43,3,1,0,0.43,3,1,0
S01C057V3_1LG,nieuw,CORRECTLY_READ,nieuw,nieuw,0,0,nieuw,nieuw,1.0,0,0,0,1.0,0,0,0
S01C057V3_1LG,kind,CORRECTLY_READ,kind,kind,0,0,kind,kind,1.0,0,0,0,1.0,0,0,0
S01C057V3_1LG,bang,CORRECTLY_READ,pa*m,pam*,0,0,bang,bang,0.75,0,1,0,0.75,0,1,0
S01C057V3_1LG,oog,CORRECTLY_READ,oo*,oo*,0,0,oog,oog,0.67,0,1,0,0.67,0,1,0
S01C057V3_1LG,zacht,CORRECTLY_READ,shacht,shacht,0,0,z*acht,*zacht,0.83,1,0,0,0.83,1,0,0
S01C057V3_1LG,schoen,CORRECTLY_READ,schoen,schoen,0,0,schoen,schoen,1.0,0,0,0,1.0,0,0,0
S01C057V3_1LG,plas,CORRECTLY_READ,plas,plas,0,0,plas,plas,1.0,0,0,0,1.0,0,0,0
S01C057V3_1LG,neus,CORRECTLY_READ,**is,*i*s,0,0,neus,neus,0.5,0,2,0,0.5,0,2,0
S01C057V3_1LG,knoop,e/5,knoop,knoop,1,0,knoop,knoop,1.0,0,0,0,1.0,0,0,0
S01C057V3_1LG,plank,CORRECTLY_READ,plank,plank,0,0,plank,plank,1.0,0,0,0,1.0,0,0,0
S01C057V3_2LG,water,CORRECTLY_READ,wetter,wetter,0,0,wat*er,wa*ter,0.83,1,0,0,0.83,1,0,0
S01C057V3_2LG,mevrouw,CORRECTLY_READ,mevrouw,mevrouw,0,0,mevrouw,mevrouw,1.0,0,0,0,1.0,0,0,0
S01C057V3_2LG,drogen,CORRECTLY_READ,drogen,drogen,0,0,drogen,drogen,1.0,0,0,0,1.0,0,0,0
S01C057V3_2LG,winkel,CORRECTLY_READ,winkel,winkel,0,0,winkel,winkel,1.0,0,0,0,1.0,0,0,0
S01C057V3_2LG,auto,CORRECTLY_READ,auto,auto,0,0,auto,auto,1.0,0,0,0,1.0,0,0,0
S01C057V3_2LG,schouder,CORRECTLY_READ,schouders,schouders,0,0,schouder*,schouder*,0.89,1,0,0,0.89,1,0,0
S01C057V3_2LG,verhaal,CORRECTLY_READ,verhaal,verhaal,0,0,verhaal,verhaal,1.0,0,0,0,1.0,0,0,0
S01C057V3_2LG,koning,CORRECTLY_READ,koning,koning,0,0,koning,koning,1.0,0,0,0,1.0,0,0,0
S01C057V3_2LG,moeilijk,18,moe*lijk,moe*lijk,1,0,moeilijk,moeilijk,0.88,0,1,0,0.88,0,1,0
S01C057V3_2LG,speelplaats,CORRECTLY_READ,speelplaat*,speelplaat*,0,0,speelplaats,speelplaats,0.91,0,1,0,0.91,0,1,0
S01C057V3_2LG,drinken,CORRECTLY_READ,drinkten,drinkten,0,0,drink*en,drink*en,0.88,1,0,0,0.88,1,0,0
S01C057V3_2LG,hoofdpijn,CORRECTLY_READ,hoof*tijn,hooft*ijn,0,0,hoofdpijn,hoofdpijn,0.89,0,1,0,0.89,0,1,0
S01C057V3_2LG,regen,CORRECTLY_READ,regen,regen,0,0,regen,regen,1.0,0,0,0,1.0,0,0,0
S01C057V3_2LG,vliegtuig,CORRECTLY_READ,vliegtuig,vliegtuig,0,0,vliegtuig,vliegtuig,1.0,0,0,0,1.0,0,0,0
S01C057V3_2LG,stoppen,CORRECTLY_READ,stoppen,stoppen,0,0,stoppen,stoppen,1.0,0,0,0,1.0,0,0,0
S01C057V3_2LG,opnieuw,CORRECTLY_READ,opnieuw,opnieuw,0,0,opnieuw,opnieuw,1.0,0,0,0,1.0,0,0,0
S01C057V3_2LG,gooien,CORRECTLY_READ,gooien,gooien,0,0,gooien,gooien,1.0,0,0,0,1.0,0,0,0
S01C057V3_2LG,schreeuwen,CORRECTLY_READ,s**nieuw en,sn**ieuw en,0,0,schreeuw*en,schreeuw*en,0.73,1,2,0,0.73,1,2,0
S01C057V3_2LG,moeder,CORRECTLY_READ,moeder,moeder,0,0,moeder,moeder,1.0,0,0,0,1.0,0,0,0
S01C057V3_2LG,liedje,CORRECTLY_READ,li**tier,litier**,0,0,liedj*e*,l**iedje,0.5,2,2,0,0.5,2,2,0
S01C057V3_2LG,potlood,CORRECTLY_READ,potloot,potloot,0,0,potlood,potlood,1.0,0,0,0,1.0,0,0,0
S01C057V3_2LG,fietsbel,14,fi*t*ubel,fi*tu*bel,1,0,fiets*bel,fiet*sbel,0.67,1,2,0,0.67,1,2,0
S01C057V3_2LG,vinger,CORRECTLY_READ,*inger,*inger,0,0,vinger,vinger,0.83,0,1,0,0.83,0,1,0
S01C057V3_2LG,dichtbij,CORRECTLY_READ,dichtbij,dichtbij,0,0,dichtbij,dichtbij,1.0,0,0,0,1.0,0,0,0
S01C057V3_2LG,meisje,CORRECTLY_READ,meis*er,meiser schaa,0,0,meisje*,mei****s*j*e,0.71,1,1,0,0.5,6,0,0
S01C057V3_2LG,chauffeur,CORRECTLY_READ,schaa chauffeur,chauffeur,0,0,*cha*****uffeur,chauffeur,0.6,6,0,0,1.0,0,0,0
S01C057V3_2LG,muziek,CORRECTLY_READ,muziek,muziek,0,0,muziek,muziek,1.0,0,0,0,1.0,0,0,0
S01C057V3_2LG,waarom,CORRECTLY_READ,waarom,waarom,0,0,waarom,waarom,1.0,0,0,0,1.0,0,0,0
S01C057V3_2LG,scheuren,CORRECTLY_READ,s**e*ren,s**e*ren,0,0,scheuren,scheuren,0.62,0,3,0,0.62,0,3,0
S01C057V3_2LG,lawaai,CORRECTLY_READ,lawaai,lawaai,0,0,lawaai,lawaai,1.0,0,0,0,1.0,0,0,0
S01C057V3_2LG,zwemmen,CORRECTLY_READ,zwemmen,zwemmen,0,0,zwemmen,zwemmen,1.0,0,0,0,1.0,0,0,0
S01C057V3_2LG,vuurwerk,CORRECTLY_READ,vuurwert,vuurwert,0,0,vuurwerk,vuurwerk,1.0,0,0,0,1.0,0,0,0
S01C057V3_2LG,appel,CORRECTLY_READ,appel,appel,0,0,appel,appel,1.0,0,0,0,1.0,0,0,0
S01C057V3_2LG,cola,CORRECTLY_READ,kola,kola,0,0,cola,cola,1.0,0,0,0,1.0,0,0,0
S01C057V3_2LG,kussen,CORRECTLY_READ,ku*s**,kus***,0,0,kussen,kussen,0.5,0,3,0,0.5,0,3,0
S01C057V3_2LG,eerste,CORRECTLY_READ,eerste,eerste,0,0,eerste,eerste,1.0,0,0,0,1.0,0,0,0
S01C057V3_2LG,circus,CORRECTLY_READ,circus,circus,0,0,circus,circus,1.0,0,0,0,1.0,0,0,0
S01C057V3_2LG,kleuren,CORRECTLY_READ,kleuren,kleuren,0,0,kleuren,kleuren,1.0,0,0,0,1.0,0,0,0
S01C057V3_2LG,voetbal,CORRECTLY_READ,voetbal,voetbal,0,0,voetbal,voetbal,1.0,0,0,0,1.0,0,0,0
S01C057V3_2LG,vlinder,CORRECTLY_READ,vlinder,vlinder,0,0,vlinder,vlinder,1.0,0,0,0,1.0,0,0,0
S01C057V3_3+4LG,omdraaien,CORRECTLY_READ,omdraaien,omdraaien,0,0,omdraaien,omdraaien,1.0,0,0,0,1.0,0,0,0
S01C057V3_3+4LG,poppenwagen,CORRECTLY_READ,po*penwagen,pop*enwagen,0,0,poppenwagen,poppenwagen,0.91,0,1,0,0.91,0,1,0
S01C057V3_3+4LG,konijnenhok,CORRECTLY_READ,**nee i*n een hok,nee *i*n een hok,0,0,kon***ijn*e*n*hok,k*o*nijn**en*hok,0.47,6,3,0,0.56,5,2,0
S01C057V3_3+4LG,elastiekje,CORRECTLY_READ,e**stiekje,e**stiekje rua,0,0,elastiekje,elastiekje****,0.8,0,2,0,0.57,4,2,0
S01C057V3_3+4LG,ruziemaken,CORRECTLY_READ,rua ruzie maken,ruzie maken,0,0,ru****zie*maken,ruzie*maken,0.67,5,0,0,0.91,1,0,0
S01C057V3_3+4LG,teddybeer,CORRECTLY_READ,t**ribeer,t*r*ibeer,0,0,teddybeer,teddybeer,0.78,0,2,0,0.78,0,2,0
S01C057V3_3+4LG,dierentuin,CORRECTLY_READ,dier*nt*en,dier*nte*n,0,0,dierentuin,dierentuin,0.8,0,2,0,0.8,0,2,0
S01C057V3_3+4LG,paddenstoelen,CORRECTLY_READ,badden stoelen,badden stoelen,0,0,padden*stoelen,padden*stoelen,0.93,1,0,0,0.93,1,0,0
S01C057V3_3+4LG,verstoppetje,CORRECTLY_READ,ver stoppertje,ver stoppertje,0,0,ver*stoppe*tje,ver*stoppe*tje,0.86,2,0,0,0.86,2,0,0
S01C057V3_3+4LG,wasmachine,CORRECTLY_READ,wasmachine,wasmachine,0,0,wasmachine,wasmachine,1.0,0,0,0,1.0,0,0,0
S01C057V3_3+4LG,fototoestel,CORRECTLY_READ,fototoestel,fototoestel,0,0,fototoestel,fototoestel,1.0,0,0,0,1.0,0,0,0
S01C057V3_3+4LG,toiletpapier,CORRECTLY_READ,toiletpapier,toiletpapier,0,0,toiletpapier,toiletpapier,1.0,0,0,0,1.0,0,0,0
S01C057V3_3+4LG,vrachtwagen,CORRECTLY_READ,vrachtwagen,vrachtwagen,0,0,vrachtwagen,vrachtwagen,1.0,0,0,0,1.0,0,0,0
S01C057V3_3+4LG,buurmannen,c,buurma*n en,buurman *en,1,0,buurmann*en,buurman*nen,0.82,1,1,0,0.82,1,1,0
S01C057V3_3+4LG,vogelkooi,CORRECTLY_READ,vogelkoai,vogelkoai,0,0,vogelkooi,vogelkooi,1.0,0,0,0,1.0,0,0,0
S01C057V3_3+4LG,olifant,CORRECTLY_READ,olifant,olifant,0,0,olifant,olifant,1.0,0,0,0,1.0,0,0,0
S01C057V3_3+4LG,schommelen,CORRECTLY_READ,schommelen,schommelen,0,0,schommelen,schommelen,1.0,0,0,0,1.0,0,0,0
S01C057V3_3+4LG,iedereen,CORRECTLY_READ,iedereen,iedereen,0,0,iedereen,iedereen,1.0,0,0,0,1.0,0,0,0
S01C057V3_3+4LG,schoenenwinkel,CORRECTLY_READ,schoenen winkel,schoenen winkel,0,0,schoenen*winkel,schoenen*winkel,0.93,1,0,0,0.93,1,0,0
S01C057V3_3+4LG,knutselen,CORRECTLY_READ,knutselen,knutselen,0,0,knutselen,knutselen,1.0,0,0,0,1.0,0,0,0
S01C057V3_3+4LG,ophangen,CORRECTLY_READ,op h***um,op hum***,0,0,op*hangen,op*hangen,0.56,1,3,0,0.56,1,3,0
S01C057V3_3+4LG,verjaardag,CORRECTLY_READ,v*rijjaardag,vrijjaardag,0,0,ver*j*aardag,v*erjaardag,0.75,2,1,0,0.91,1,0,0
S01C057V3_3+4LG,sprookjesboek,CORRECTLY_READ,sprookjesboek,sprookjesboek,0,0,sprookjesboek,sprookjesboek,1.0,0,0,0,1.0,0,0,0
S01C057V3_3+4LG,tandenborstel,CORRECTLY_READ,tan den bo*stel,tan den bo*stel,0,0,tan*den*borstel,tan*den*borstel,0.8,2,1,0,0.8,2,1,0
S01C057V3_3+4LG,lucifer,CORRECTLY_READ,lus ifer,lus ifer,0,0,luc*ifer,luc*ifer,0.88,1,0,0,0.88,1,0,0
S01C057V3_3+4LG,slaapkamer,CORRECTLY_READ,slaapkamer,slaapkamer,0,0,slaapkamer,slaapkamer,1.0,0,0,0,1.0,0,0,0
S01C057V3_3+4LG,achterdeur,CORRECTLY_READ,achterdeur,achterdeur,0,0,achterdeur,achterdeur,1.0,0,0,0,1.0,0,0,0
S01C057V3_3+4LG,ziekenhuis,CORRECTLY_READ,ziekenhuis,ziekenhuis,0,0,ziekenhuis,ziekenhuis,1.0,0,0,0,1.0,0,0,0
S01C057V3_3+4LG,nieuwsgierig,CORRECTLY_READ,nieuwsgierig,nieuwsgierig,0,0,nieuwsgierig,nieuwsgierig,1.0,0,0,0,1.0,0,0,0
S01C057V3_3+4LG,afblijven,CORRECTLY_READ,afblijven,afblijven,0,0,afblijven,afblijven,1.0,0,0,0,1.0,0,0,0
S01C057V3_3+4LG,kabouter,CORRECTLY_READ,kabouter,kabouter,0,0,kabouter,kabouter,1.0,0,0,0,1.0,0,0,0
S01C057V3_3+4LG,washandje,CORRECTLY_READ,was handje,was handje,0,0,was*handje,was*handje,0.9,1,0,0,0.9,1,0,0
S01C057V3_3+4LG,sneeuwwitje,CORRECTLY_READ,*n*e** witje,*ne **w*itje,0,0,sneeuw*witje,sne*euwwitje,0.58,1,4,0,0.58,1,4,0
S01C057V3_3+4LG,goeiendag,CORRECTLY_READ,goeiendag,goeiendag,0,0,goeiendag,goeiendag,1.0,0,0,0,1.0,0,0,0
S01C057V3_3+4LG,vakantie,CORRECTLY_READ,vakantie,vakantie,0,0,vakantie,vakantie,1.0,0,0,0,1.0,0,0,0
S01C057V3_3+4LG,limonade,CORRECTLY_READ,limonade,limonade,0,0,limonade,limonade,1.0,0,0,0,1.0,0,0,0
S01C057V3_3+4LG,autorijden,CORRECTLY_READ,autorijden,autorijden,0,0,autorijden,autorijden,1.0,0,0,0,1.0,0,0,0
S01C057V3_3+4LG,eindelijk,CORRECTLY_READ,eindelijk,eindelijk,0,0,eindelijk,eindelijk,1.0,0,0,0,1.0,0,0,0
S01C057V3_3+4LG,familie,CORRECTLY_READ,familie,familie,0,0,familie,familie,1.0,0,0,0,1.0,0,0,0
S01C057V3_3+4LG,chocolade,CORRECTLY_READ,chocolade,chocolade,0,0,chocolade,chocolade,1.0,0,0,0,1.0,0,0,0
S01C058M3_1LG,klas,CORRECTLY_READ,klas,klas,0,0,klas,klas,1.0,0,0,0,1.0,0,0,0
S01C058M3_1LG,mooi,CORRECTLY_READ,mooi,mooi,0,0,mooi,mooi,1.0,0,0,0,1.0,0,0,0
S01C058M3_1LG,koe,CORRECTLY_READ,koe,koe,0,0,koe,koe,1.0,0,0,0,1.0,0,0,0
S01C058M3_1LG,arm,CORRECTLY_READ,arm,arm,0,0,arm,arm,1.0,0,0,0,1.0,0,0,0
S01C058M3_1LG,groei,CORRECTLY_READ,g*oei,g*oei,0,0,groei,groei,0.8,0,1,0,0.8,0,1,0
S01C058M3_1LG,strand,CORRECTLY_READ,strand,strand,0,0,strand,strand,1.0,0,0,0,1.0,0,0,0
S01C058M3_1LG,bed,CORRECTLY_READ,wet,wet,0,0,bed,bed,1.0,0,0,0,1.0,0,0,0
S01C058M3_1LG,eerst,CORRECTLY_READ,eerst,eerst,0,0,eerst,eerst,1.0,0,0,0,1.0,0,0,0
S01C058M3_1LG,voor,CORRECTLY_READ,voor,voor,0,0,voor,voor,1.0,0,0,0,1.0,0,0,0
S01C058M3_1LG,draai,CORRECTLY_READ,draai,draai,0,0,draai,draai,1.0,0,0,0,1.0,0,0,0
S01C058M3_1LG,sjaal,CORRECTLY_READ,sjaal,sjaal,0,0,sjaal,sjaal,1.0,0,0,0,1.0,0,0,0
S01C058M3_1LG,herfst,CORRECTLY_READ,herfst,herfst,0,0,herfst,herfst,1.0,0,0,0,1.0,0,0,0
S01C058M3_1LG,duur,CORRECTLY_READ,duur,duur,0,0,duur,duur,1.0,0,0,0,1.0,0,0,0
S01C058M3_1LG,straat,CORRECTLY_READ,straat,straat,0,0,straat,straat,1.0,0,0,0,1.0,0,0,0
S01C058M3_1LG,leeuw,CORRECTLY_READ,leeuw,leeuw,0,0,leeuw,leeuw,1.0,0,0,0,1.0,0,0,0
S01C058M3_1LG,clown,CORRECTLY_READ,kla*un,klau*n,0,0,clow*n,cl*own,0.67,1,1,0,0.67,1,1,0
S01C058M3_1LG,hoek,CORRECTLY_READ,hoek,hoek,0,0,hoek,hoek,1.0,0,0,0,1.0,0,0,0
S01C058M3_1LG,krant,CORRECTLY_READ,krount,krount,0,0,kra*nt,kr*ant,0.83,1,0,0,0.83,1,0,0
S01C058M3_1LG,hout,CORRECTLY_READ,hout,hout,0,0,hout,hout,1.0,0,0,0,1.0,0,0,0
S01C058M3_1LG,vriend,CORRECTLY_READ,vriend,vriend,0,0,vriend,vriend,1.0,0,0,0,1.0,0,0,0
S01C058M3_1LG,gauw,CORRECTLY_READ,gou*,gou*,0,0,gauw,gauw,0.75,0,1,0,0.75,0,1,0
S01C058M3_1LG,chips,CORRECTLY_READ,ships,ships,0,0,chips,chips,1.0,0,0,0,1.0,0,0,0
S01C058M3_1LG,groen,CORRECTLY_READ,groen,groen,0,0,groen,groen,1.0,0,0,0,1.0,0,0,0
S01C058M3_1LG,feest,CORRECTLY_READ,v*est,ve*st,0,0,feest,feest,0.8,0,1,0,0.8,0,1,0
S01C058M3_1LG,reis,CORRECTLY_READ,*e*s,*e*s,0,0,reis,reis,0.5,0,2,0,0.5,0,2,0
S01C058M3_1LG,jas,CORRECTLY_READ,jos,jos,0,0,jas,jas,1.0,0,0,0,1.0,0,0,0
S01C058M3_1LG,huis,CORRECTLY_READ,h*e*,he**,0,0,huis,huis,0.5,0,2,0,0.5,0,2,0
S01C058M3_1LG,paard,CORRECTLY_READ,**eft,*e*ft,0,0,paard,paard,0.6,0,2,0,0.6,0,2,0
S01C058M3_1LG,vijf,CORRECTLY_READ,vi*f,vi*f,0,0,vijf,vijf,0.75,0,1,0,0.75,0,1,0
S01C058M3_1LG,muts,CORRECTLY_READ,mut*,mut*,0,0,muts,muts,0.75,0,1,0,0.75,0,1,0
S01C058M3_1LG,nieuw,CORRECTLY_READ,nieuw,nieuw,0,0,nieuw,nieuw,1.0,0,0,0,1.0,0,0,0
S01C058M3_1LG,kind,g/23,ki*t,kit*,1,0,kind,kind,0.75,0,1,0,0.75,0,1,0
S01C058M3_1LG,bang,CORRECTLY_READ,bang,bang,0,0,bang,bang,1.0,0,0,0,1.0,0,0,0
S01C058M3_1LG,oog,CORRECTLY_READ,oog,oog,0,0,oog,oog,1.0,0,0,0,1.0,0,0,0
S01C058M3_1LG,zacht,CORRECTLY_READ,zacht,zacht,0,0,zacht,zacht,1.0,0,0,0,1.0,0,0,0
